Title,Bugtraq_ID,Credit,Published,CVE,Vulnerable
Oracle Financial Services Balance Sheet Planning CVE-2018-2626 Remote Security Vulnerability,102630,Oracle,Jan 16 2018 12:00AM,CVE-2018-2626,Oracle Financial Services Balance Sheet Planning 8.0
Oracle PeopleSoft Enterprise PRTL Interaction Hub CVE-2017-10301 Remote Security Vulnerability,102599,Oracle,Jan 16 2018 12:00AM,CVE-2017-10301,Oracle PeopleSoft Enterprise PRTL Interaction Hub 9.1
Oracle Argus Safety CVE-2018-2644 Remote Security Vulnerability,102627,Reha Esen from VeraSafe.com,Jan 16 2018 12:00AM,CVE-2018-2644,Oracle Argus Safety 8.0
Oracle Hospitality Cruise Fleet Management CVE-2018-2700 Remote Security Vulnerability,102559,Oracle,Jan 16 2018 12:00AM,CVE-2018-2700,Oracle Hospitality Cruise Fleet Management  9.0.4.0
Oracle Hospitality Simphony CVE-2018-2636 Remote Security Vulnerability,102560,Dmitrii Iudin aka @ret5et of ERPScan.,Jan 16 2018 12:00AM,CVE-2018-2636,Oracle Hospitality Simphony  2.9
Oracle Banking Payments CVE-2018-2705 Remote Security Vulnerability,102561,Oracle,Jan 16 2018 12:00AM,CVE-2018-2705,Oracle Banking Payments 12.4
Oracle Access Manager CVE-2017-10262 Remote Security Vulnerability,102562,Oracle,Jan 16 2018 12:00AM,CVE-2017-10262,Oracle Access Manager  11.1.2.3.0
Oracle PeopleSoft Enterprise PeopleTools CVE-2018-2653 Remote Security Vulnerability,102596,Lukasz Mikula,Jan 16 2018 12:00AM,CVE-2018-2653,Oracle PeopleSoft Enterprise PeopleTools  8.56
Oracle Java SE and JRockit CVE-2018-2579 Remote Security Vulnerability,102663,Matej Tymes,Jan 16 2018 12:00AM,CVE-2018-2579,Oracle JRockit  R28.3.16
Oracle Hospitality Reporting and Analytics CVE-2018-2650 Remote Security Vulnerability,102564,Oracle,Jan 16 2018 12:00AM,CVE-2018-2650,Oracle Hospitality Reporting and Analytics 9.0
Oracle HTTP Server CVE-2018-2561 Remote Security Vulnerability,102565,Oracle,Jan 16 2018 12:00AM,CVE-2018-2561,Oracle Oracle HTTP Server  11.1.1.7.0
Oracle WebLogic Server CVE-2018-2625 Remote Security Vulnerability,102567,Sherif Koussa of softwaresecured.com,Jan 16 2018 12:00AM,CVE-2018-2625,Oracle Weblogic Server  12.2.1.3
Oracle Financial Services Loan Loss Forecasting and Provisioning Remote Security Vulnerability,102658,Oracle,Jan 16 2018 12:00AM,CVE-2018-2724,Oracle Financial Services Loan Loss Forecasting and Provisioning 8.0.5
Oracle Java SE CVE-2018-2582 Remote Security Vulnerability,102597,Oracle,Jan 16 2018 12:00AM,CVE-2018-2582,Oracle JRE(Windows Production Release) 9.0.1
NetGain Systems Enterprise Manager CVE-2017-16605 Directory Traversal Vulnerability,102512,rgod,Jan 13 2018 12:00AM,CVE-2017-16605,NetGain Systems Enterprise Manager  0
Apache NiFi CVE-2017-12632 Host Header Injection Vulnerability,102842,Mike Cole,Jan 12 2018 12:00AM,CVE-2017-12632,Apache Nifi 1.4
NetGain Systems Enterprise Manager CVE-2017-16600 Directory Traversal Vulnerability,102528,rgod,Jan 13 2018 12:00AM,CVE-2017-16600,NetGain Systems Enterprise Manager  0
Oracle PeopleSoft Enterprise FSCM CVE-2018-2702 Remote Security Vulnerability,102600,Oracle,Jan 16 2018 12:00AM,CVE-2018-2702,Oracle PeopleSoft Enterprise FSCM  9.2
Oracle Hospitality Cruise Fleet Management CVE-2018-2697 Remote Security Vulnerability,102533,Oracle,Jan 16 2018 12:00AM,CVE-2018-2697,Oracle Hospitality Cruise Fleet Management  9.0.4.0
Oracle Database Server CVE-2017-10282 Remote Security Vulnerability,102534,Oracle,Jan 16 2018 12:00AM,CVE-2017-10282,Oracle Database 12c Release 2  12.2.0.1
Oracle Business Intelligence Enterprise Edition CVE-2017-10068 Remote Security Vulnerability,102535,Lukasz Mikula,Jan 16 2018 12:00AM,CVE-2017-10068,Oracle Business Intelligence Enterprise Edition  12.2.1.3.0
Oracle Application Express CVE-2018-2699 Remote Security Vulnerability,102563,Egidio Romano of Karma(In)Security.,Jan 16 2018 12:00AM,CVE-2018-2699,Oracle Application Express 5.0.4
WordPress Tabs responsive Plugin 'wp-admin/post.php' HTML Injection Vulnerability,102648,d4wner,Jan 09 2018 12:00AM,CVE-2018-5312,WordPress Tabs responsive  1.8.0
SAP Plant Connectivity CVE-2017-16690 DLL Loading Remote Code Execution Vulnerability,102145,The vendor reported this issue.,Dec 12 2017 12:00AM,CVE-2017-16690,SAP Plant Connectivity  2.3
Multiple F5 BIG-IP Products CVE-2017-6133 Remote Denial of Service Vulnerability,102467,The vendor reported the issue.,Jan 10 2018 12:00AM,CVE-2017-6133,F5 BIG-IP WebSafe 13.0
Cisco Unified Communications Manager CVE-2018-0118 Cross Site Scripting Vulnerability,102478,Cisco,Jan 10 2018 12:00AM,CVE-2018-0118,Cisco Unified Communications Manager (CallManager)  12.0(1.10000.10)
Oracle FLEXCUBE Universal Banking CVE-2018-2614 Remote Security Vulnerability,102598,Oracle,Jan 16 2018 12:00AM,CVE-2018-2614,Oracle FLEXCUBE Universal Banking 12.4
Apache NiFi CVE-2017-15697 Multiple Cross Site Scripting Vulnerabilities,102815,Andy LoPresto,Jan 12 2018 12:00AM,CVE-2017-15697,Apache Nifi 1.4
RubyGems 'rails_admin' CVE-2017-12098 Cross Site Scripting Vulnerability,102486,Cisco Talos,Jan 10 2018 12:00AM,CVE-2017-12098,RubyGems rails_admin  1.2
Oracle Banking Payments CVE-2018-2704 Remote Security Vulnerability,102568,Oracle,Jan 16 2018 12:00AM,CVE-2018-2704,Oracle Banking Payments 12.4
Juniper Junos CVE-2018-0009 Security Bypass Vulnerability,102491,The vendor reported this issue.,Jan 10 2018 12:00AM,CVE-2018-0009,Juniper SRX Series  0
Cisco Unified Communications Manager CVE-2018-0105 Information Disclosure Vulnerability,102725,Cisco,Jan 17 2018 12:00AM,CVE-2018-0105,Cisco Unified Communications Manager (CallManager)  11.5(1.12900.9)
Lenovo/IBM Products CVE-2017-3765 Local Authentication Bypass Vulnerability,102741,The vendor reported this issue.,Jan 10 2018 12:00AM,CVE-2017-3765,Lenovo RackSwitch G8332  8.4.6.0
Drupal Stacks Module Arbitrary PHP Code Execution Vulnerability,102791,Jean-FranÃ§ois Hovinne,Jan 10 2018 12:00AM,,Drupal Stacks  8.x-1.0
Wecon LEVI Studio HMI Editor CVE-2017-13999 Multiple Buffer Overflow Vulnerabilities,102493,"Sergey Zelenyuk of RVRT, HanM0u of CloverSec Labs, and Brian Gorenc working with Zero Day Initiative.",Jan 11 2018 12:00AM,"CVE-2017-16737
				
					CVE-2017-16739",Wecon Technologies LEVI Studio HMI Editor 1.8.29
Moxa MXview CVE-2017-14030 Local Privilege Escalation Vulnerability,102494,Karn Ganeshen,Jan 11 2018 12:00AM,CVE-2017-14030,Moxa MXview  2.8
Wireshark IxVeriWave File Parser Denial of Service Vulnerability,102499,Young,Jan 11 2018 12:00AM,CVE-2018-5334,Wireshark Wireshark 2.4.3
QEMU CVE-2017-18030 Denial of Service Vulnerability,102520,Prasad J Pandit,Jan 15 2018 12:00AM,CVE-2017-18030,QEMU QEMU  0
Wireshark WCP Dissector 'epan/dissectors/packet-wcp.c' Denial of Service Vulnerability,102500,Kamil Frankowicz.,Jan 11 2018 12:00AM,CVE-2018-5335,Wireshark Wireshark 2.4.3
RubyGems 'delayed_job_web' CVE-2017-12097 Cross Site Scripting Vulnerability,102484,Cisco Talos,Jan 10 2018 12:00AM,CVE-2017-12097,RubyGems delayed_job_web  1.4
Multiple VMware Products CVE-2017-4949 Remote Code Execution Vulnerability,102489,WenQunWang of Tencent's Xuanwu LAB,Jan 10 2018 12:00AM,CVE-2017-4949,VMWare Workstation 12.5.8
Advantech WebAccess ICSA-18-004-02 Multiple Security Vulnerabilities,102424,"Steven Seeley of Offensive Security, Zhou Yu and Andrea Micalizzi working with Trend Microâ??s Zero Day Initiative, and Michael Deplante.",Jan 04 2018 12:00AM,"CVE-2017-16728
				
					CVE-2017-16724
				
					CVE-2017-16720
				
					CVE-2017-16716
				
					CVE-2017-16753",Advantech WebAccess  8.2_20170330
Cisco Small Business Managed Switches Multiple HTTP Response Splitting Vulnerabilities,102733,Nicholas Lim,Jan 11 2018 12:00AM,CVE-2017-12308,Cisco Small Business 500 Series Stackable Managed Switch  0
Multiple VMware Products CVE-2017-4950 Integer Overflow Vulnerability,102490,WenQunWang of Tencent's Xuanwu LAB,Jan 10 2018 12:00AM,CVE-2017-4950,VMWare Workstation 14.1
Atlassian JIRA CVE-2017-16864 Cross Site Scripting Vulnerabiliy,102505,The vendor reported this issue.,Jan 12 2018 12:00AM,CVE-2017-16864,Atlassian JIRA 5.0.1  0
ImageMagick CVE-2017-18029 Information Disclosure Vulnerability,102519,ADLab of Venustech,Jan 12 2018 12:00AM,CVE-2017-18029,Redhat Enterprise Linux  7
Drupal Node View Permissions Module Access Bypass Vulnerability,102511,Heikki Kesa,Jan 10 2018 12:00AM,,Drupal Node View Permissions  8.x-1.0
GNU glibc CVE-2018-1000001 Local Privilege Escalation Vulnerability,102525,halfdog,Jan 11 2018 12:00AM,CVE-2018-1000001,GNU glibc  0
Wireshark CVE-2018-5336 Multiple Denial of Service Vulnerabilities,102504,Kamil Frankowicz,Jan 11 2018 12:00AM,CVE-2018-5336,Wireshark Wireshark 2.4.3
ImageMagick CVE-2018-5358 Information Disclosure Vulnerability,102762,nsfocus security team.,Jan 12 2018 12:00AM,CVE-2018-5358,Redhat Enterprise Linux  7
Google Android Media Framework CVE-2017-13187 Information Disclosure Vulnerability,102761,The vendor reported this issue.,Jan 12 2018 12:00AM,CVE-2017-13187,Google Android 7.1.1
Oracle Java ME SDK CVE-2018-2569 Local Security Vulnerability,102536,Himanshu Mehta,Jan 16 2018 12:00AM,CVE-2018-2569,Oracle Java ME SDK  8.3
Atlassian JIRA CVE-2017-14594 Cross Site Scripting Vulnerabiliy,102764,The vendor reported this issue.,Jan 12 2018 12:00AM,CVE-2017-14594,Atlassian JIRA 7.5.3
Oracle Hospitality Simphony CVE-2018-2608 Remote Security Vulnerability,102538,Oracle,Jan 16 2018 12:00AM,CVE-2018-2608,Oracle Hospitality Simphony  2.7
Oracle JDeveloper CVE-2018-2711 Remote Security Vulnerability,102539,Oracle,Jan 16 2018 12:00AM,CVE-2018-2711,Oracle JDeveloper 11.1.1 7.0
Atlassian JIRA CVE-2017-16862 Cross Site Request Forgery Vulnerability,102506,The vendor reported this issue.,Jan 12 2018 12:00AM,CVE-2017-16862,Atlassian JIRA 5.0.1  0
Oracle January 2018 Critical Patch Update Multiple Vulnerabilities,102495,Oracle,Jan 12 2018 12:00AM,,Oracle X86 Servers  SW 2.0
HP NonStop Server CVE-2017-8974 Local Authentication Bypass Vulnerability,102530,The vendor reported this issue.,Jan 12 2018 12:00AM,CVE-2017-8974,HP NonStop Servers L-Series  T6533L01^ADN
Microsoft Word CVE-2018-0792 Remote Code Execution Vulnerability,102381,Debasish Mandal of McAfee.,Jan 09 2018 12:00AM,CVE-2018-0792,Microsoft Word 2016 (64-bit edition)  0
Oracle Hospitality Simphony CVE-2018-2589 Remote Security Vulnerability,102540,Oracle,Jan 16 2018 12:00AM,CVE-2018-2589,Oracle Hospitality Simphony  2.9
Microsoft SharePoint Server CVE-2018-0790 Remote Privilege Escalation Vulnerability,102391,The vendor reported this issue.,Jan 09 2018 12:00AM,CVE-2018-0790,Microsoft SharePoint Foundation 2010  SP2
Microsoft SharePoint Server CVE-2018-0789 Remote Privilege Escalation Vulnerability,102394,Ashar Javed of Hyundai AutoEver Europe GmbH.,Jan 09 2018 12:00AM,CVE-2018-0789,Microsoft SharePoint Server 2010  SP2
ImageMagick CVE-2017-18027 Information Disclosure Vulnerability,102527,ADLab of Venustech,Jan 12 2018 12:00AM,CVE-2017-18027,Redhat Enterprise Linux  7
ImageMagick CVE-2018-5357 Information Disclosure Vulnerability,102497,nsfocus security team.,Jan 12 2018 12:00AM,CVE-2018-5357,ImageMagick ImageMagick  7.0.7-22 Q16
Symantec ProxySG and ASG CVE-2016-10257 Cross Site Scripting Vulnerability,102447,Jakub Palaczynski and Pawel Bartunek.,Jan 09 2018 12:00AM,CVE-2016-10257,Bluecoat Proxysg  6.7
SAP Netweaver CVE-2018-2363 Remote Code Injection Vulnerability,102449,The vendor reported this issue.,Jan 09 2018 12:00AM,CVE-2018-2363,SAP NetWeaver   7.52
Microsoft .NET Framework CVE-2018-0786 Security Bypass Vulnerability,102380,The vendor reported this issue.,Jan 09 2018 12:00AM,CVE-2018-0786,Microsoft Windows Server 2016  0
Oracle WebCenter Content CVE-2018-2564 Remote Security Vulnerability,102541,Oracle,Jan 16 2018 12:00AM,CVE-2018-2564,Oracle WebCenter Content  11.1.1.9
ImageMagick CVE-2017-18028 Denial of Service Vulnerability,102740,ADLab of Venustech,Jan 12 2018 12:00AM,CVE-2017-18028,ImageMagick ImageMagick  7.0.7-1 Q16
Microsoft Outlook CVE-2018-0791 Remote Code Execution Vulnerability,102383,Nicolas Joly from Microsoft Corporation,Jan 09 2018 12:00AM,CVE-2018-0791,Microsoft Outlook 2016  (64-bit editions)
Microsoft Word CVE-2018-0797 Memory Corruption Vulnerability,102406,Wayne Low of Fortinetâ??s FortiGuard Lab.,Jan 09 2018 12:00AM,CVE-2018-0797,Microsoft Word 2016 (64-bit edition)  0
Microsoft Word CVE-2018-0804 Remote Code Execution Vulnerability,102457,Yuki Chen of Qihoo 360 Vulcan Team.,Jan 09 2018 12:00AM,CVE-2018-0804,Microsoft Word 2016 (64-bit edition)  0
Microsoft Access CVE-2018-0799 Cross Site Scripting Vulnerability,102411,Adrian Ivascu,Jan 09 2018 12:00AM,CVE-2018-0799,Microsoft SharePoint Enterprise Server 2016  0
Microsoft Word CVE-2018-0806 Remote Code Execution Vulnerability,102460,Yuki Chen of Qihoo 360 Vulcan Team.,Jan 09 2018 12:00AM,CVE-2018-0806,Microsoft Word 2016 (64-bit edition)  0
SAP Kernel CVE-2018-2360 Authentication Bypass Vulnerability,102448,The vendor reported this issue.,Jan 09 2018 12:00AM,CVE-2018-2360,SAP Kernel  7.52
Symantec ProxySG and ASG CVE-2016-9099 Open Redirection Vulnerability,102455,Jakub Palaczynski and Pawel Bartunek.,Jan 09 2018 12:00AM,CVE-2016-9099,Bluecoat Proxysg  6.7
Symantec ProxySG CVE-2016-10256 Cross Site Scripting Vulnerability,102451,Jakub Palaczynski and Pawel Bartunek.,Jan 09 2018 12:00AM,CVE-2016-10256,Bluecoat Proxysg  6.7
Microsoft Word CVE-2018-0805 Remote Code Execution Vulnerability,102459,Yuki Chen and bee13oy of Qihoo 360 Vulcan Team.,Jan 09 2018 12:00AM,CVE-2018-0805,Microsoft Word 2016 (64-bit edition)  0
SAP Solution Manager CVE-2018-2361 Remote Authorization Bypass Vulnerability,102450,The vendor reported this issue.,Jan 09 2018 12:00AM,CVE-2018-2361,SAP Solution Manager  7.2
IBM Security Key Lifecycle Manage CVE-2017-1668 Unspecified Open Redirect Vulnerability,102430,"Ron Craig, Warren Moynihan, Jonathan Fitz-Gerald, John Zuccato, Rodney Ryan, Chris Shepherd and Dmitriy Beryoza.",Jan 05 2018 12:00AM,CVE-2017-1668,IBM Security Key Lifecycle Manager  2.7.0.2
IBM Security Key Lifecycle Manager CVE-2017-1670 Unspecified SQL Injection Vulnerability,102429,"Ron Craig, Warren Moynihan, Jonathan Fitz-Gerald, John Zuccato, Rodney Ryan, Chris Shepherd, Dmitriy Beryoza",Jan 05 2018 12:00AM,CVE-2017-1670,IBM Security Key Lifecycle Manager  2.7.0.2
Google Android Runtime CVE-2017-13176 Privilege Escalation Vulnerability,102422,"Tongxin Li and Xinhui Han of Peking University; Luyi Xing, Nan Zhang, Xueqiang Wang, and XiaoFeng Wang of Indiana University Bloomington; Xiaolong Bai of Tsinghua University; and Kai Chen of IIE, Chinese Academy of Sciences",Jan 05 2018 12:00AM,CVE-2017-13176,Google Android 7.1.1
Symantec ProxySG and ASG CVE-2016-9100 Information Disclosure Vulnerability,102454,Jakub Palaczynski and Pawel Bartunek.,Jan 09 2018 12:00AM,CVE-2016-9100,Bluecoat Proxysg  6.7
SAP HANA CVE-2018-2362 Information Disclosure Vulnerability,102452,The vendor reported the issue.,Jan 09 2018 12:00AM,CVE-2018-2362,SAP HANA  2.0
IBM Security Key Lifecycle Manager CVE-2017-1671 Directory Traversal Vulnerability,102487,"IBM X-Force Ethical Hacking Team: Ron Craig, Warren Moynihan, Jonathan Fitz-Gerald, John Zuccato, Rodney Ryan, Chris Shepherd, Dmitriy Beryoza",Jan 05 2018 12:00AM,CVE-2017-1671,IBM Security Key Lifecycle Manager  2.7.0.2
ImageMagick CVE-2018-5246 Information Disclosure Vulnerability,102469,nsfocus security team.,Jan 05 2018 12:00AM,CVE-2018-5246,ImageMagick ImageMagick  7.0.7-17 Q16
IBM QRadar CVE-2017-1623 Cross Site Scripting Vulnerability,102476,"IBM X-Force Ethical Hacking Team: Ron Craig, Warren Moynihan, Jonathan Fitz-Gerald, John Zuccato, Rodney Ryan, Chris Shepherd, Dmitriy Beryoza",Jan 05 2018 12:00AM,CVE-2017-1623,IBM QRadar 7.3 Patch 7
ImageMagick CVE-2018-5248 Heap Buffer Overflow Vulnerability,102431,nsfocus security team.,Jan 05 2018 12:00AM,CVE-2018-5248,ImageMagick ImageMagick  7.0.7-17 Q16
Xen CVE-2018-5244 Memory Corruption Vulnerability,102433,Andrew Cooper of Citrix.,Jan 05 2018 12:00AM,CVE-2018-5244,Xen Xen  4.10
Linux Kernel 'drivers/block/loop.c' Local Denial of Service Vulnerability,102503,Fan Longfei,Jan 06 2018 12:00AM,CVE-2018-5344,Linux kernel 4.14.13
Multiple IBM Products CVE-2017-1534 Unspecified Open Redirect Vulnerability,102509,The vendor reported this issue.,Jan 05 2018 12:00AM,CVE-2017-1534,IBM Security Access Manager for Web  8.0.1.6
Dell SonicWall SonicOS NSA CVE-2018-5280 HTML Injection Vulnerability,102438,Benjamin K.M.,Jan 08 2018 12:00AM,CVE-2018-5280,Dell SonicWALL SonicOS  0
IBM Security Access Manager CVE-2017-1533 Unspecified Cross Site Scripting Vulnerability,102496,"IBM X-Force Ethical Hacking Team: Ron Craig, Warren Moynihan, Jonathan Fitz-Gerald, John Zuccato, Rodney Ryan, Chris Shepherd, Dmitriy Beryoza",Jan 05 2018 12:00AM,CVE-2017-1533,IBM Security Access Manager  9.0.3.1
Multiple IBM Products CVE-2017-1459 Security Bypass Vulnerability,102841,"IBM X-Force Ethical Hacking Team: Ron Craig, Warren Moynihan, Jonathan Fitz-Gerald, John Zuccato, Rodney Ryan, Chris Shepherd, Dmitriy Beryoza",Jan 05 2018 12:00AM,CVE-2017-1459,IBM Security Access Manager for Web  8.0.1.6
Malwarebytes Premium CVE-2018-5279 Local Denial of Service Vulnerability,102453,ZhiyuanWang-Chengdu-Qihoo360,Jan 08 2018 12:00AM,CVE-2018-5279,Malwarebytes Premium  3.3.1.2183
IBM Security Key Lifecycle Manager CVE-2017-1666 XML External Entity Injection Vulnerability,102434,"Ron Craig, Warren Moynihan, Jonathan Fitz-Gerald, John Zuccato, Rodney Ryan, Chris Shepherd and Dmitriy Beryoza.",Jan 05 2018 12:00AM,CVE-2017-1666,IBM Security Key Lifecycle Manager  2.7.0.2
Dell SonicWall SonicOS NSA CVE-2018-5281 Multiple HTML Injection Vulnerabilities,102443,Benjamin K.M.,Jan 08 2018 12:00AM,CVE-2018-5281,Dell SonicWALL SonicOS  0
ImageMagick CVE-2017-18022 Information Disclosure Vulnerability,102437,nsfocus security team.,Jan 05 2018 12:00AM,CVE-2017-18022,ImageMagick ImageMagick  7.0.7-12 Q16
Microsoft Edge CVE-2018-0803 Remote Privilege Escalation Vulnerability,102384,Joshua Graham with TSS.,Jan 03 2018 12:00AM,CVE-2018-0803,Microsoft Edge  0
Malwarebytes Premium CVE-2018-5271 Local Denial of Service Vulnerability,102471,ZhiyuanWang-Chengdu-Qihoo360,Jan 08 2018 12:00AM,CVE-2018-5271,Malwarebytes Premium  3.3.1.2183
Cisco Node-jose Library CVE-2018-0114 Remote Security Bypass Vulnerability,102445,Fraser Winterborn of BlackBerryâ??s Security Research Group.,Jan 08 2018 12:00AM,CVE-2018-0114,Cisco Node-jose Library  0.9.5
Xen 'Hypervisor' Memory Corruption Vulnerability,102169,Jan Beulich of SUSE.,Dec 12 2017 12:00AM,CVE-2017-17563,Xen Xen 4.9
Microsoft Edge CVE-2018-0800 Scripting Engine Information Disclosure Vulnerability,102392,Johnathan Norman of Windows Devices Group â?? Operating System Security Team,Jan 03 2018 12:00AM,CVE-2018-0800,Microsoft Edge  0
Xen 'mm/shadow/multi.c' Memory Corruption Vulnerability,102172,Jan Beulich of SUSE.,Dec 12 2017 12:00AM,CVE-2017-17564,Xen Xen 4.9
Microsoft Edge CVE-2018-0780 Scripting Engine Information Disclosure Vulnerability,102389,Lokihardt of Google Project Zero,Jan 03 2018 12:00AM,CVE-2018-0780,Microsoft Edge  0
Xen '/mm/hap/hap.c' Memory Corruption Vulnerability,102167,Jan Beulich of SUSE.,Dec 12 2017 12:00AM,CVE-2017-17566,Xen Xen 4.9
Xen 'arch/x86/mm/paging.c' Denial of Service vulnerability,102175,Jan Beulich of SUSE.,Dec 12 2017 12:00AM,,Xen Xen 4.9
Microsoft Edge CVE-2018-0766 Information Disclosure Vulnerability,102388,The vendor reported this issue.,Jan 03 2018 12:00AM,CVE-2018-0766,Microsoft Edge  0
Microsoft Edge Scripting Engine CVE-2018-0770 Remote Memory Corruption Vulnerability,102397,Lokihardt of Google Project Zero,Jan 03 2018 12:00AM,CVE-2018-0770,Microsoft Edge  0
Microsoft Edge Scripting Engine CVE-2018-0776 Remote Memory Corruption Vulnerability,102401,Lokihardt of Google Project Zero,Jan 03 2018 12:00AM,CVE-2018-0776,Microsoft Edge  0
Microsoft Edge CVE-2018-0767 Scripting Engine Information Disclosure Vulnerability,102393,Lokihardt of Google Project Zero,Jan 03 2018 12:00AM,CVE-2018-0767,Microsoft Edge  0
Microsoft Edge Scripting Engine CVE-2018-0768 Remote Memory Corruption Vulnerability,102395,,Jan 03 2018 12:00AM,CVE-2018-0768,Microsoft Edge  0
Microsoft Edge Scripting Engine CVE-2018-0773 Remote Memory Corruption Vulnerability,102398,Wei of Qihoo 360 Vulcan Team,Jan 03 2018 12:00AM,CVE-2018-0773,Microsoft Edge  0
Microsoft Edge Scripting Engine CVE-2018-0781 Remote Memory Corruption Vulnerability,102404,Microsoft,Jan 03 2018 12:00AM,CVE-2018-0781,Microsoft Edge  0
