Date,CVSS_Severity,id,summary
"October 22, 2009; 02:30:00 PM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2009-1992,"Unspecified vulnerability in the Core RDBMS component in Oracle Database 9.2.0.8, 10.1.0.5, and 10.2.0.4 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors."
"September 14, 2009; 10:30:00 AM -04:00","
                            ,V2:, ,6.0 MEDIUM,
                        ",CVE-2008-7238,Multiple unspecified vulnerabilities in Oracle E-Business Suite 12.0.3 allow (1) local users to affect confidentiality and integrity via unknown vectors related to the Mobile Application Server component (APP01); (2) remote attackers to affect confidentiality via unknown vectors related to the Oracle Applications Framework (APP03); remote authenticated users to affect confidentiality and integrity via unknown vectors related to the (3) CRM Technical Foundation (APP05) and (4) Oracle Application Object Library (APP06); and remote authenticated users to affect integrity and availability via unknown vectors related to (5) Oracle Applications Technology Stack (APP07).
"August 05, 2009; 03:30:01 PM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2009-2670,"The audio system in Sun Java Runtime Environment (JRE) in JDK and JRE 6 before Update 15, and JDK and JRE 5.0 before Update 20, does not prevent access to java.lang.System properties by (1) untrusted applets and (2) Java Web Start applications, which allows context-dependent attackers to obtain sensitive information by reading these properties."
"July 14, 2009; 07:30:00 PM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2009-1968,Unspecified vulnerability in the Secure Enterprise Search component in Oracle Database 10.1.8.3 allows remote attackers to affect integrity via unknown vectors.  NOTE: the previous information was obtained from the July 2009 CPU.  Oracle has not commented on claims from an established researcher that this is cross-site scripting (XSS) via the search_p_groups parameter in search/query/search.
"May 13, 2009; 11:30:00 AM -04:00","
                            ,V2:, ,6.8 MEDIUM,
                        ",CVE-2009-0155,"Integer underflow in CoreGraphics in Apple Mac OS X 10.5 before 10.5.7, iPhone OS 1.0 through 2.2.1, and iPhone OS for iPod touch 1.1 through 2.2.1 allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted PDF file that triggers a heap-based buffer overflow."
"April 15, 2009; 06:30:00 AM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2009-1003,"Unspecified vulnerability in the WebLogic Server component in BEA Product Suite 10.3, 10.0 MP1, 9.2 MP3, 9.1, and 9.0 allows remote attackers to affect integrity via unknown vectors related to ""access to source code of web pages."""
"April 15, 2009; 06:30:00 AM -04:00","
                            ,V2:, ,4.0 MEDIUM,
                        ",CVE-2009-0982,Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component in Oracle PeopleSoft Enterprise and JD Edwards EnterpriseOne 8.49.19 allows remote authenticated users to affect integrity via unknown vectors.
"March 25, 2009; 07:30:00 PM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2009-1094,Unspecified vulnerability in the LDAP implementation in Java SE Development Kit (JDK) and Java Runtime Environment (JRE) 5.0 Update 17 and earlier; 6 Update 12 and earlier; SDK and JRE 1.3.1_24 and earlier; and 1.4.2_19 and earlier allows remote LDAP servers to execute arbitrary code via unknown vectors related to serialized data.
"February 02, 2009; 08:30:00 PM -05:00","
                            ,V2:, ,7.8 HIGH,
                        ",CVE-2009-0396,"The Sony Ericsson W910i, W660i, K618i, K610i, Z610i, K810i, K660i, W880i, and K530i phones allow remote attackers to cause a denial of service (device reboot or hang-up) via a malformed WAP Push packet to (1) SMS or (2) UDP port 2948."
"January 13, 2009; 09:30:00 PM -05:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2008-5438,Unspecified vulnerability in the Oracle Portal component in Oracle Application Server 10.1.2.3 and 10.1.4.2 allows remote attackers to affect integrity via unknown vectors.
"January 13, 2009; 08:30:00 PM -05:00","
                            ,V2:, ,5.5 MEDIUM,
                        ",CVE-2008-3979,Unspecified vulnerability in the Oracle Spatial component in Oracle Database 10.1.0.5 and 10.2.0.2 allows remote authenticated users to affect confidentiality and integrity via unknown vectors.  NOTE: the previous information was obtained from the January 2009 CPU.  Oracle has not commented on reliable researcher claims that this issue is a SQL injection vulnerability that allows remote authenticated users to gain MDSYS privileges via the MDSYS.SDO_TOPO_DROP_FTBL trigger.
"October 23, 2008; 04:00:01 PM -04:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2008-4717,SQL injection vulnerability in bannerclick.php in ZEELYRICS 2.0 allows remote attackers to execute arbitrary SQL commands via the adid parameter.
"October 14, 2008; 05:11:11 PM -04:00","
                            ,V2:, ,3.5 LOW,
                        ",CVE-2008-3993,Unspecified vulnerability in the Oracle Applications Framework component in Oracle E-Business Suite 11.5.10.2 and 12.0.4 allows remote authenticated users to affect integrity via unknown vectors.
"October 14, 2008; 04:00:01 PM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2008-4551,"strongSwan 4.2.6 and earlier allows remote attackers to cause a denial of service (daemon crash) via an IKE_SA_INIT message with a large number of NULL values in a Key Exchange payload, which triggers a NULL pointer dereference for the return value of the mpz_export function in the GNU Multiprecision Library (GMP)."
"July 15, 2008; 07:41:00 PM -04:00","
                            ,V2:, ,4.6 MEDIUM,
                        ",CVE-2008-2577,Unspecified vulnerability in the WebLogic Server component in Oracle BEA Product Suite 9.2 MP1 has unknown impact and remote authenticated attack vectors.
"July 15, 2008; 07:41:00 PM -04:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2008-2599,"Unspecified vulnerability in the TimesTen Client/Server component in Oracle Times Ten In-Memory Database 7.0.3.0.0 has unknown impact and remote attack vectors, a different vulnerability than CVE-2008-2597 and CVE-2008-2598."
"July 15, 2008; 07:41:00 PM -04:00","
                            ,V2:, ,6.5 MEDIUM,
                        ",CVE-2008-2620,"Unspecified vulnerability in the PeopleSoft PeopleTools component in Oracle PeopleSoft Enterprise and JD Edwards EnterpriseOne 8.48.17 and 8.49.11 has unknown impact and remote authenticated attack vectors, a different vulnerability than CVE-2008-2615, CVE-2008-2616, CVE-2008-2617, CVE-2008-2618, CVE-2008-2621, and CVE-2008-2622."
"May 22, 2008; 09:09:00 AM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2008-2006,"Apple iCal 3.0.1 on Mac OS X allows remote CalDAV servers, and user-assisted remote attackers, to cause a denial of service (NULL pointer dereference and application crash) or possibly execute arbitrary code via a .ics file containing (1) a large 16-bit integer on a TRIGGER line, or (2) a large integer in a COUNT field on an RRULE line."
"April 16, 2008; 06:05:00 AM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2008-1827,"Multiple unspecified vulnerabilities in Oracle E-Business Suite 11.5.10.2 and 12.0.4 have unknown impact and attack vectors related to (a) Advanced Pricing component, aka (1) APP02, (2) APP03, and (3) APP09; (b) Application Object Library component, aka (4) APP04, (5) APP07, and (6) APP11; (c) Applications Manager component, aka (7) APP06; (d) and Applications Technology Stack component, aka (8) APP08."
"January 17, 2008; 06:00:00 PM -05:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2008-0347,"Unspecified vulnerability in the Oracle Ultra Search component in Oracle Collaboration Suite 10.1.2; Database 9.2.0.8, 10.1.0.5, and 10.2.0.3; and Application Server 9.0.4.3 and 10.1.2.0.2; has unknown impact and local attack vectors, aka OCS01.  NOTE: Oracle has not disputed a reliable claim that this issue is related to WKSYS schema privileges."
"October 17, 2007; 07:17:00 PM -04:00","
                            ,V2:, ,6.5 MEDIUM,
                        ",CVE-2007-5508,"Multiple SQL injection vulnerabilities in the CTXSYS Intermedia application for the Oracle Text component (CTX_DOC) in Oracle Database 10.1.0.5 and 10.2.0.3 allow remote authenticated users to execute arbitrary SQL commands via the (1) THEMES, (2) GIST, (3) TOKENS, (4) FILTER, (5) HIGHLIGHT, and (6) MARKUP procedures, aka DB03.  NOTE: remote unauthenticated attack vectors exist when CTXSYS is used with oracle Application Server."
"October 17, 2007; 07:17:00 PM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2007-5528,Multiple unspecified vulnerabilities in Oracle E-Business Suite 12.0.2 have unknown impact and attack vectors related to (1) Public Sector Human Resources (APP03) and (2) Quoting component (APP06).
"August 07, 2007; 09:17:00 PM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2007-4197,"icat in Brian Carrier The Sleuth Kit (TSK) before 2.09 omits NULL pointer checks in certain code paths, which allows user-assisted remote attackers to cause a denial of service (NULL dereference and application crash) and prevent examination of certain NTFS files via a malformed NTFS image."
"July 18, 2007; 03:30:00 PM -04:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2007-3858,Multiple unspecified vulnerabilities in Oracle Database 10.2.0.3 allow remote authenticated users to have an unknown impact via (1) EXFSYS.DBMS_RLMGR_UTL in Rules Manager (DB11) and (2) Program Interface (DB13).
"June 28, 2007; 02:30:00 PM -04:00","
                            ,V2:, ,2.6 LOW,
                        ",CVE-2007-3474,Multiple unspecified vulnerabilities in the GIF reader in the GD Graphics Library (libgd) before 2.0.35 have unspecified impact and user-assisted remote attack vectors.
"April 18, 2007; 02:19:00 PM -04:00","
                            ,V2:, ,6.0 MEDIUM,
                        ",CVE-2007-2109,"Multiple unspecified vulnerabilities in Oracle Database 10.2.0.3 have unknown impact and remote authenticated attack vectors related to (1) Rules Manager and Expression Filter components (DB02) and (2) Oracle Streams (DB06).  Note: as of 20070424, Oracle has not disputed reliable claims that DB02 is for a race condition in the RLMGR_TRUNCATE_MAINT trigger in the Rules Manager and Expression Filter components changing the AUTHID of a package from DEFINER to CURRENT_USER after a TRUNCATE call, and DB06 is for SQL injection in the DBMS_APPLY_USER_AGENT.SET_REGISTRATION_HANDLER procedure, which is later passed to the DBMS_APPLY_ADM_INTERNAL.ALTER_APPLY procedure, aka ""Oracle Streams""."
"April 18, 2007; 02:19:00 PM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2007-2129,"Unspecified vulnerability in the Agent component in Oracle Enterprise Manager 9.2.0.8 has unknown impact and remote attack vectors, aka EM01."
"February 26, 2007; 03:28:00 PM -05:00","
                            ,V2:, ,6.8 MEDIUM,
                        ",CVE-2007-0008,"Integer underflow in the SSLv2 support in Mozilla Network Security Services (NSS) before 3.11.5, as used by Firefox before 1.5.0.10 and 2.x before 2.0.0.2, SeaMonkey before 1.0.8, Thunderbird before 1.5.0.10, and certain Sun Java System server products before 20070611, allows remote attackers to execute arbitrary code via a crafted SSLv2 server message containing a public key that is too short to encrypt the ""Master Secret"", which results in a heap-based overflow."
"January 16, 2007; 09:28:00 PM -05:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2007-0281,"Multiple unspecified vulnerabilities in Oracle HTTP Server 9.0.1.5, 9.2.0.8, 10.1.0.5, and 10.2.0.3; Application Server 9.0.4.3, 10.1.2.0.0, 10.1.2.0.1, 10.1.2.0.2, 10.1.2.1, and 10.1.3.0; and Collaboration Suite 9.0.4.2 and 10.1.2; have unknown impact and attack vectors related to the Oracle HTTP Server, aka (1) OHS03 and (2) OHS04."
"January 05, 2007; 06:28:00 AM -05:00","
                            ,V2:, ,6.0 MEDIUM,
                        ",CVE-2007-0085,"Unspecified vulnerability in sys/dev/pci/vga_pci.c in the VGA graphics driver for wscons in OpenBSD 3.9 and 4.0, when the kernel is compiled with the PCIAGP option and a non-AGP device is being used, allows local users to gain privileges via unspecified vectors, possibly related to agp_ioctl NULL pointer reference."
"November 17, 2006; 07:07:00 PM -05:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2006-5970,"Verity Ultraseek before 5.7 allows remote attackers to obtain sensitive information via direct requests with (1) a null (""%00"") terminated url parameter to help/urlstatusgo.html; or missing parameters to (2) help/header.html, (3) help/footer.html, (4) spell.html, (5) coreforma.html, (6) daterange.html, (7) hits.html, (8) hitsnavbottom.html, (9) indexform.html, (10) indexforma.html, (11) languages.html, (12) nohits.html, (13) onehit1.html, (14) onehit2.html, (15) query.html, (16) queryform0.html, (17) queryform0a.html, (18) queryform1.html, (19) queryform1a.html, (20) queryform2.html, (21) queryform2a.html, (22) quicklinks.html, (23) relatedtopics.html, (24) signin.html, (25) subtopics.html, (26) thesaurus.html, (27) topics.html, (28) hitspagebar.html, (29) highlight/highlight.html, (30) highlight/highlight_one.html, and (31) highlight/topnav.html, which leaks the installation path in the resulting error message."
"October 17, 2006; 09:07:00 PM -04:00","
                            ,V2:, ,9.0 HIGH,
                        ",CVE-2006-5345,"Unspecified vulnerability in Oracle Spatial component in Oracle Database 9.0.1.5, 9.2.0.7, and 10.1.0.4 has unknown impact and remote authenticated attack vectors related to mdsys.sdo_geom, aka Vuln# DB22.  NOTE: as of 20061023, Oracle has not disputed reports from reliable third parties that DB22 is related to ""length checking"" in the RELATE function before MD2.RELATE is called."
"October 17, 2006; 09:07:00 PM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2006-5365,"Unspecified vulnerability in Oracle Forms in Oracle Application Server 9.0.4.3 and 10.1.2.0.2, and E-Business Suite and Applications 11.5.10CU2, has unknown impact and remote attack vectors, aka Vuln# FORM02."
"September 25, 2006; 10:07:00 PM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2006-4986,"Grayscale BandSite CMS allows remote attackers to obtain sensitive information via a direct request for (1) certain files in the includes/content directory, (2) includes/shows_preview.php, and (3) adminpanel/configform.php; and files in adminpanel/includes/ including (4) mailinglist/disphtmltbl.php, (5) mailinglist/dispxls.php, (6) mailinglist/sendshows.php, (7) previews/preview_bio.php, (8) previews/preview_genmerch.php, (9) previews/preview_fliers.php, (10) previews/preview_gbook.php, (11) previews/preview_interviews.php, (12) previews/preview_links.php, (13) previews/preview_lyrics.php, (14) previews/preview_membio.php, (15) previews/preview_merchphotos.php, (16) previews/preview_mp3s.php, (17) previews/preview_news.php, (18) previews/preview_photos.php, (19) previews/preview_releases.php, (20) previews/preview_relmerch.php, (21) previews/preview_relphotos.php, (22) previews/preview_reviews.php, (23) previews/preview_shows.php, (24) previews/preview_wearmerch.php, (25) change_forms/change_bio.php, (26) change_forms/change_fliers.php, (27) change_forms/change_gbook.php, (28) change_forms/change_gen_merch.php, (29) change_forms/change_interview.php, (30) change_forms/change_links.php, (31) change_forms/change_lyrics.php, (32) change_forms/change_members.php, (33) change_forms/change_merch.php, (34) change_forms/change_merch_pic.php, (35) change_forms/change_mp3s.php, (36) change_forms/change_news.php, (37) change_forms/change_photos.php, (38) change_forms/change_rel_merch.php, (39) change_forms/change_rel_pic.php, (40) change_forms/change_releases.php, (41) change_forms/change_reviews.php, (42) change_forms/change_shows.php, and (43) change_forms/change_wear_merch.php, which reveals the path in various error messages."
"July 21, 2006; 10:03:00 AM -04:00","
                            ,V2:, ,9.0 HIGH,
                        ",CVE-2006-3699,"Unspecified vulnerability in the Core RDBMS component in Oracle Database 9.0.1.5 and 9.2.0.6 has unknown impact and attack vectors, aka Oracle Vuln# DB02."
"July 21, 2006; 10:03:00 AM -04:00","
                            ,V2:, ,5.5 MEDIUM,
                        ",CVE-2006-3719,"Unspecified vulnerability in CORE: Repository for Oracle Enterprise Manager 9.0.1.0 and 9.2.0.1 has unknown impact and attack vectors, aka Oracle Vuln# EM01."
"May 31, 2006; 06:06:00 AM -04:00","
                            ,V2:, ,6.8 MEDIUM,
                        ",CVE-2006-2696,Cross-site scripting (XSS) vulnerabilities in Easy-Content Forums 1.0 allow remote attackers to inject arbitrary web script or HTML via the (1) startletter parameter in userview.asp and the (2) catid parameter in topics.asp.
"April 20, 2006; 06:02:00 AM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2006-1875,"Unspecified vulnerability in Oracle Database Server 9.0.1.5, 9.2.0.7, and 10.1.0.5 has unknown impact and attack vectors in the Oracle Spatial component, aka Vuln# DB11.  NOTE: Oracle has not disputed reliable researcher claims that this issue is SQL injection in MDSYS.SDO_LRS_TRIG_INS."
"March 19, 2006; 06:02:00 PM -05:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2006-1290,"Multiple cross-site scripting (XSS) vulnerabilities in Milkeyway Captive Portal 0.1 and 0.1.1 allow remote attackers to inject arbitrary web script or HTML via the (1) ipAddress, (2) act, (3) username, and (4) unspecified other parameters in (a) authuser.php; and the (5) username and (6) unspecified other parameters in (b) userstatistics.php."
"January 18, 2006; 06:03:00 AM -05:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2006-0263,"Multiple unspecified vulnerabilities in Oracle Database server 8.1.7.4, 9.0.1.5, 9.0.1.5 FIPS, 9.2.0.7, 10.1.0.5, and 10.2.0.1 have unspecified impact and attack vectors, as identified by Oracle Vuln# (1) DB09 in the (a) Net Listener component; and (2) DB12 and (3) DB13 in the Network Communications (RPC) component."
"January 18, 2006; 06:03:00 AM -05:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2006-0284,"Multiple unspecified vulnerabilities in Oracle Application Server 9.0.4.2 and 10.1.2.0.2, and E-Business Suite and Applications 11.5.10, have unspecified impact and attack vectors, as identified by Oracle Vuln# (1) FORM01 and (2) FORM02 in the Oracle Forms component."
"December 06, 2005; 08:03:00 PM -05:00","
                            ,V2:, ,4.0 MEDIUM,
                        ",CVE-2005-2923,"The IMAP server in IMail Server 8.20 in Ipswitch Collaboration Suite (ICS) before 2.02 allows remote attackers to cause a denial of service (crash) via a long argument to the LIST command, which causes IMail Server to reference invalid memory."
"November 02, 2005; 06:03:00 AM -05:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2005-3450,"Unspecified vulnerability in the HTTP Server in Oracle Application Server 1.0 up to 9.0.2.3 has unknown impact and attack vectors, as identified by Oracle Vuln# AS04."
"November 02, 2005; 06:02:00 AM -05:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2005-3440,"Unspecified vulnerability in Database Scheduler in Oracle Database Server 10g up to 10.1.0.3 has unknown impact and attack vectors, aka Oracle Vuln# DB08."
"May 25, 2005; 12:00:00 AM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2005-1255,"Multiple stack-based buffer overflows in the IMAP server in IMail 8.12 and 8.13 in Ipswitch Collaboration Suite (ICS), and other versions before IMail Server 8.2 Hotfix 2, allow remote attackers to execute arbitrary code via a LOGIN command with (1) a long username argument or (2) a long username argument that begins with a special character."
"December 31, 2004; 12:00:00 AM -05:00","
                            ,V2:, ,5.8 MEDIUM,
                        ",CVE-2004-2733,"Web Wiz Forums 7.7a uses invalid logic to determine user privileges, which allows remote attackers to (1) block arbitrary IP addresses via pop_up_ip_blocking.asp or (2) modify topics via pop_up_topic_admin.asp."
"June 09, 2003; 12:00:00 AM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2003-0226,"Microsoft Internet Information Services (IIS) 5.0 and 5.1 allows remote attackers to cause a denial of service via a long WebDAV request with a (1) PROPFIND or (2) SEARCH method, which generates an error condition that is not properly handled."
"November 26, 2001; 12:00:00 AM -05:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2001-0922,"ndcgi.exe in Netdynamics 4.x through 5.x, and possibly earlier versions, allows remote attackers to steal session IDs and hijack user sessions by reading the SPIDERSESSION and uniqueValue variables from the login field, then using those variables after the next user logs in."
"June 25, 1999; 12:00:00 AM -04:00","
                            ,V2:, ,7.2 HIGH,
                        ",CVE-1999-0778,Buffer overflow in Xi Graphics Accelerated-X server allows local users to gain root access via a long display or query parameter.
